# arm f1-onefield
# file agents/tasks/LJ-1-331/CondF1.lagda.md
# flags --profile=definitions 
# GHCRTS -A64m -I0 -M8g
# agda slots before 0
# load before  2:09  up 2 days,  4:31, 3 users, load averages: 14.33 11.47 10.81
# started 2026-08-16 02:09:16
Checking LJ-1-331.CondF1 (/Users/alsg/Agentic/Bedrock/agents/tasks/LJ-1-331/CondF1.lagda.md).
Total                                      32,507ms 
LJ-1-331.CondF1.ForallRow.σL-out               46ms 
LJ-1-331.CondF1.BinFullDecode.binFull-in       45ms 
LJ-1-331.CondF1.UnFullDecode.unFull-out        45ms 
LJ-1-331.CondF1.OrRow.σL-in                    44ms 
LJ-1-331.CondF1.AndRow.σL-in                   44ms 
LJ-1-331.CondF1.ImpRow.σL-in                   44ms 
LJ-1-331.CondF1.MemRow.σL-in                   44ms 
LJ-1-331.CondF1.BotAgree.bot-out               44ms 
LJ-1-331.CondF1.BinEnvDecode.binEnv-out        43ms 
LJ-1-331.CondF1.EqRow.σL-in                    42ms 
LJ-1-331.CondF1.ClauseDecode.existBnd-out      41ms 
LJ-1-331.CondF1.UnFullDecode.unFull-in         40ms 
LJ-1-331.CondF1.ForallRow.σL-in                40ms 
LJ-1-331.CondF1.TopRow.σL-out                  40ms 
LJ-1-331.CondF1.Δ₀-bndBodyEx                   38ms 
LJ-1-331.CondF1.ClauseDecode.existBnd-in       38ms 
LJ-1-331.CondF1.NegRow.σL-in                   37ms 
LJ-1-331.CondF1.Δ₀-bndBodyAll                  37ms 
LJ-1-331.CondF1.UnEnvDecode.unEnv-out          35ms 
LJ-1-331.CondF1.Clause.Δ₀-envBnd               33ms 
LJ-1-331.CondF1.Δ₀-envHypU                     33ms 
LJ-1-331.CondF1.Δ₀-DefBodyB                    32ms 
LJ-1-331.CondF1.PropAgree.coreS                31ms 
LJ-1-331.CondF1.BinEnvDecode.binEnv-in         30ms 
LJ-1-331.CondF1.SatGraphB.satGraphB            30ms 
LJ-1-331.CondF1.BotRow.σL-out                  29ms 
LJ-1-331.CondF1.ClauseDecode.σL-out            29ms 
LJ-1-331.CondF1.Δ₀-envHypB2                    29ms 
LJ-1-331.CondF1.Δ₀-envHypB2T                   29ms 
LJ-1-331.CondF1.Δ₀-envHypT                     29ms 
LJ-1-331.CondF1.TopRow.σL-in                   28ms 
LJ-1-331.CondF1.UnBareDecode.unBare-out        28ms 
LJ-1-331.CondF1.UnEnvDecode.unEnv-in           27ms 
LJ-1-331.CondF1.SubValB2T.out                  26ms 
LJ-1-331.CondF1.ClauseDecode.σL-in             26ms 
LJ-1-331.CondF1.Δ₀-sucAtL                      24ms 
LJ-1-331.CondF1.UnaryShape.out                 23ms 
LJ-1-331.CondF1.Δ₀-atomBodyB                   22ms 
LJ-1-331.CondF1.BotRow.σL-in                   22ms 
LJ-1-331.CondF1.DefBodyB                       21ms 
LJ-1-331.CondF1.keyU                           19ms 
LJ-1-331.CondF1.Clause.envBnd                  19ms 
LJ-1-331.CondF1.Δ₀-shapesBS                    19ms 
LJ-1-331.CondF1.EnvSet.app3                    19ms 
LJ-1-331.CondF1.EnvSet.app3'                   18ms 
LJ-1-331.CondF1.UnBareDecode.unBare-in         17ms 
LJ-1-331.CondF1.EnvSet.entryK                  17ms 
LJ-1-331.CondF1.GraphEntry.bin                 16ms 
LJ-1-331.CondF1.ChainZ.xsingl∈prxy             16ms 
LJ-1-331.CondF1.extAtB→extAt                   16ms 
LJ-1-331.CondF1.Δ₀-envBndGen                   16ms 
LJ-1-331.CondF1.EnvSet.app2                    15ms 
LJ-1-331.CondF1.succU                          15ms 
LJ-1-331.CondF1.Δ₀-arTagPairBS                 14ms 
LJ-1-331.CondF1.Or.Δ₀-orBndAt                  14ms 
LJ-1-331.CondF1.Imp.Δ₀-impBndAt                13ms 
LJ-1-331.CondF1.extAt→extAtB                   13ms 
LJ-1-331.CondF1.AllIn.Δ₀-allInBndAt            13ms 
LJ-1-331.CondF1.And.Δ₀-andBndAt                13ms 
LJ-1-331.CondF1.Neg.Δ₀-negBndAt                13ms 
LJ-1-331.CondF1.ExIn.Δ₀-exInBndAt              12ms 
LJ-1-331.CondF1.Δ₀-hasWitnessBS                12ms 
LJ-1-331.CondF1.Forall.Δ₀-forallBndAt          12ms 
LJ-1-331.CondF1.bndBodyEx                      12ms 
LJ-1-331.CondF1.atomBodyB                      12ms 
LJ-1-331.CondF1.GraphEntry.un                  12ms 
LJ-1-331.CondF1.EnvSet.memE-at                 12ms 
LJ-1-331.CondF1.Δ₀-propBodyB                   11ms 
LJ-1-331.CondF1.ChainZ.ysingl∈prxy             11ms 
LJ-1-331.CondF1.EnvSet.out                     11ms 
LJ-1-331.CondF1.Δ₀-arTagPairB                  11ms 
LJ-1-331.CondF1.EnvSet.back                    11ms 
LJ-1-331.CondF1._.d1                           11ms 
LJ-1-331.CondF1.ChainZ.prʟxy∈z                 11ms 
LJ-1-331.CondF1.BinaryShape.pairK              11ms 
LJ-1-331.CondF1.bndBodyAll                     11ms 
LJ-1-331.CondF1.EnvSet.arSubK                  11ms 
LJ-1-331.CondF1.envBndGen                      11ms 
LJ-1-331.CondF1.EnvSet.memE-bnd                11ms 
LJ-1-331.CondF1.ChainZ.yK'                     10ms 
LJ-1-331.CondF1.Δ₀-isTmBS                      10ms 
LJ-1-331.CondF1.Clause.Δ₀-shapeBnd             10ms 
LJ-1-331.CondF1.Δ₀-unFullAt                    10ms 
LJ-1-331.CondF1.ChainZ.x∈pairʟxx               10ms 
# wall seconds 34
# exit 0
# agda slots after 1
# load after  2:09  up 2 days,  4:32, 3 users, load averages: 12.92 11.44 10.83
